"","ID","purchase","s.ahead","d.stay","s.weekd","in.weekd","out.weekd","room","adult","child","minstar","match","s.name","n.search","page","click","time"
"8417",8417,0,33,4,"Sunday","Friday","Tuesday",1,2,1,0,106,"",1,2,2,0
"8419",8419,0,166,6,"Sunday","Saturday","Friday",1,2,2,0,106,"",1,1,0,0
"8421",8421,0,173,6,"Sunday","Friday","Thursday",1,2,3,0,106,"",1,1,1,0
"8422",8422,0,10,3,"Sunday","Thursday","Sunday",1,1,0,0,106,"",1,1,0,0
"8423",8423,0,15,5,"Sunday","Monday","Saturday",1,1,0,0,106,"",1,1,0,0
"8424",8424,0,53,2,"Sunday","Friday","Sunday",1,1,0,0,1,"moon palace",1,1,1,0
"8425",8425,0,71,11,"Sunday","Tuesday","Saturday",1,2,0,0,106,"",4,8,2,0.202777777777778
"8426",8426,0,117,5,"Sunday","Saturday","Thursday",1,4,1,0,106,"",3,3,5,0.0794444444444444
"8427",8427,0,83,5,"Sunday","Sunday","Friday",1,3,1,0,32,"",2,2,1,0.0272222222222222
"8428",8428,0,146,7,"Sunday","Saturday","Saturday",1,2,0,0,106,"",2,2,2,0.00888888888888889
"8429",8429,0,174,7,"Sunday","Saturday","Saturday",1,2,2,0,106,"",1,1,1,0
"8431",8431,0,47,7,"Sunday","Saturday","Saturday",1,2,0,0,0,"",1,1,0,0
"8432",8432,0,110,3,"Sunday","Saturday","Tuesday",1,2,0,0,106,"",1,1,2,0
"8434",8434,0,178,4,"Sunday","Wednesday","Sunday",1,3,0,0,106,"",1,2,3,0
"8435",8435,0,21,7,"Sunday","Monday","Monday",1,2,0,0,106,"",1,1,0,0
"8436",8436,0,75,7,"Sunday","Saturday","Saturday",1,2,0,50,106,"hilton",4,4,2,0.109444444444444
"8437",8437,1,48,9,"Sunday","Sunday","Tuesday",1,2,0,0,106,"",10,14,7,51.3444444444444
"8438",8438,0,81,7,"Sunday","Friday","Friday",1,2,0,0,106,"",6,8,6,0.226111111111111
"8440",8440,0,76,2,"Sunday","Sunday","Tuesday",1,2,0,0,106,"",2,3,2,0.00861111111111111
"8441",8441,0,119,4,"Sunday","Sunday","Thursday",1,2,2,0,106,"the laguna suites",5,5,1,0.0738888888888889
"8442",8442,0,104,7,"Sunday","Saturday","Saturday",1,2,0,0,106,"barcelo coasta cancun",6,8,3,0.319166666666667
"8443",8443,0,100,4,"Sunday","Wednesday","Sunday",1,1,0,0,106,"",1,1,0,0
"8445",8445,0,32,5,"Sunday","Thursday","Tuesday",1,2,0,0,106,"",2,3,7,0.637777777777778
"8447",8447,0,26,7,"Sunday","Saturday","Saturday",1,1,0,0,106,"",2,2,1,0.03
"8448",8448,0,7,10,"Sunday","Monday","Thursday",1,2,0,0,106,"",1,1,0,0
"8451",8451,0,37,4,"Sunday","Wednesday","Sunday",1,1,0,0,106,"",1,1,1,0
"8454",8454,0,79,4,"Sunday","Wednesday","Sunday",1,2,0,0,106,"",3,3,0,0.015
"8456",8456,0,166,8,"Sunday","Friday","Saturday",1,4,0,0,106,"",1,1,2,0
"8460",8460,0,79,7,"Sunday","Wednesday","Wednesday",1,2,0,0,106,"",1,1,1,0
"8461",8461,0,63,6,"Sunday","Sunday","Saturday",1,2,0,0,106,"",2,3,0,0.0325
"8462",8462,0,80,1,"Sunday","Wednesday","Thursday",2,2,0,0,106,"",2,2,1,0.0186111111111111
"8463",8463,0,32,2,"Sunday","Friday","Sunday",1,2,0,40,32,"",2,2,1,0.0155555555555556
"8464",8464,0,92,4,"Sunday","Tuesday","Saturday",1,2,0,0,106,"",2,4,0,0.0372222222222222
"8465",8465,0,34,5,"Sunday","Sunday","Friday",1,2,2,0,106,"",3,4,2,0.128611111111111
"8466",8466,0,149,5.95833333333333,"Sunday","Wednesday","Tuesday",1,1,0,0,106,"",2,2,1,0.0177777777777778
"8467",8467,0,25,2,"Sunday","Friday","Sunday",1,1,0,0,106,"",2,2,1,0.208611111111111
"8468",8468,0,36,6,"Sunday","Monday","Sunday",1,2,0,0,106,"",5,7,6,0.4975
"8469",8469,0,47,7,"Sunday","Saturday","Saturday",1,2,0,0,0,"",1,1,0,0
"8470",8470,0,102,3,"Sunday","Thursday","Sunday",1,2,0,0,106,"",2,2,0,0.0341666666666667
"8472",8472,0,39,7,"Sunday","Friday","Friday",1,1,0,0,106,"",2,2,0,0.00638888888888889
"8473",8473,0,15,3,"Sunday","Monday","Thursday",1,1,0,0,106,"",1,1,0,0
"8474",8474,0,32,6,"Sunday","Thursday","Wednesday",1,2,0,0,106,"",3,3,1,0.0933333333333333
"8475",8475,0,96,7,"Sunday","Saturday","Saturday",1,2,0,0,32,"",3,3,2,0.175277777777778
"8476",8476,0,128,6,"Tuesday","Friday","Thursday",1,2,0,0,106,"",3,4,0,46.9194444444444
"8477",8477,0,96,7,"Sunday","Saturday","Saturday",1,2,0,40,32,"",10,11,20,1.17055555555556
"8478",8478,0,6,7,"Sunday","Saturday","Saturday",1,2,0,0,5,"royal",1,1,1,0
"8479",8479,0,5,1,"Sunday","Saturday","Sunday",1,1,0,0,106,"",5,7,3,0.176666666666667
"8482",8482,0,165,1,"Sunday","Friday","Saturday",1,2,1,0,73,"",2,2,3,0.0413888888888889
"8483",8483,0,38,3,"Sunday","Thursday","Sunday",1,2,0,0,73,"",1,1,0,0
"8484",8484,0,10,3,"Sunday","Thursday","Sunday",1,2,2,0,43,"",1,2,3,0
"8487",8487,0,14,7,"Sunday","Sunday","Sunday",1,2,0,0,0,"",1,1,0,0
"8488",8488,0,123,3,"Sunday","Friday","Monday",1,2,0,0,108,"aventura spa palace",4,5,0,0.565277777777778
"8490",8490,0,3,7,"Sunday","Wednesday","Wednesday",1,2,0,0,108,"",2,2,1,0.0127777777777778
"8493",8493,0,5,4,"Sunday","Saturday","Wednesday",1,2,0,0,72,"",1,1,0,0
"8494",8494,0,147,5,"Sunday","Monday","Saturday",1,1,0,30,71,"",1,1,1,0
"8495",8495,0,11,14.0416666666667,"Sunday","Friday","Friday",1,2,0,0,109,"",1,1,0,0
"8496",8496,0,102,15,"Sunday","Friday","Saturday",1,2,0,0,109,"",1,1,1,0
"8499",8499,0,80,3,"Sunday","Thursday","Sunday",1,1,0,0,73,"",2,3,0,0.00611111111111111
"8500",8500,0,33,6,"Sunday","Friday","Thursday",1,3,0,0,109,"",5,6,5,0.337222222222222
"8501",8501,0,82,4,"Monday","Sunday","Thursday",1,2,0,0,106,"",1,1,1,0
"8504",8504,0,41,1,"Monday","Sunday","Monday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8505",8505,0,72,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"Gran Melia Cancun",1,1,0,0
"8506",8506,0,46,1,"Monday","Friday","Saturday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8507",8507,0,57,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"The Westin Resort",1,1,0,0
"8509",8509,0,50,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Aqua Cancun",1,1,0,0
"8510",8510,0,18,3.04166666666667,"Monday","Saturday","Tuesday",1,2,0,0,106,"",2,2,0,0.00527777777777778
"8512",8512,0,84,1,"Monday","Monday","Tuesday",1,2,0,0,0,"Le Blanc Spa Resort All Inclusive",1,1,0,0
"8513",8513,0,80,1,"Monday","Thursday","Friday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8514",8514,0,70,6,"Monday","Tuesday","Monday",1,1,0,0,106,"",1,1,0,0
"8515",8515,0,70,1,"Monday","Monday","Tuesday",1,2,0,0,0,"Gran Melia Cancun",1,1,0,0
"8516",8516,0,75,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Le Blanc Spa Resort All Inclusive",1,1,0,0
"8517",8517,0,42,1,"Monday","Monday","Tuesday",1,2,0,0,0,"ME by Melia Cancun",1,1,0,0
"8518",8518,0,64,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Aqua Cancun",1,1,0,0
"8519",8519,0,54,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Le Blanc Spa Resort All Inclusive",1,1,0,0
"8520",8520,0,38,1,"Monday","Thursday","Friday",1,2,0,0,0,"Le Blanc Spa Resort All Inclusive",1,1,0,0
"8521",8521,0,74,7,"Monday","Friday","Friday",2,2,0,0,106,"",1,1,1,0
"8522",8522,0,2,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8525",8525,0,32,13,"Monday","Saturday","Friday",1,2,1,0,106,"",2,2,0,0.0186111111111111
"8528",8528,0,74,8,"Monday","Saturday","Sunday",1,2,3,0,106,"",1,1,2,0
"8529",8529,0,24,7,"Monday","Thursday","Thursday",1,2,0,0,1,"hilton",1,1,2,0
"8530",8530,0,1,5,"Monday","Wednesday","Monday",1,2,0,0,106,"",1,1,1,0
"8531",8531,0,37,3,"Monday","Thursday","Sunday",1,2,0,0,106,"",2,2,1,0.00916666666666667
"8532",8532,0,91,7,"Monday","Monday","Monday",2,2,0,0,106,"",1,1,0,0
"8534",8534,0,105,7,"Monday","Tuesday","Tuesday",1,2,0,0,106,"",1,1,0,0
"8536",8536,0,48,1,"Monday","Sunday","Monday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8537",8537,0,33,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8538",8538,0,67,1,"Monday","Friday","Saturday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8539",8539,0,144,5,"Monday","Saturday","Thursday",1,1,0,0,106,"",1,2,4,0
"8540",8540,0,52,3,"Monday","Thursday","Sunday",1,2,0,0,106,"",2,3,2,0.0202777777777778
"8541",8541,0,53,7,"Monday","Saturday","Saturday",1,2,2,30,72,"",8,9,1,0.855
"8543",8543,0,75,6,"Monday","Sunday","Saturday",1,2,2,0,0,"",7,8,3,0.42
"8545",8545,0,41,1,"Monday","Sunday","Monday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8546",8546,0,64,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Hilton Cancun Golf",1,1,0,0
"8547",8547,0,86,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"Fiesta Americana Condesa Cancun",1,1,0,0
"8548",8548,0,79,3,"Monday","Thursday","Sunday",1,2,0,0,106,"marriot",4,4,2,0.0775
"8549",8549,0,54,5,"Monday","Sunday","Friday",1,2,0,0,106,"",1,1,0,0
"8550",8550,0,88,1,"Monday","Friday","Saturday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8551",8551,0,10,1,"Monday","Thursday","Friday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8552",8552,0,161,4,"Monday","Monday","Friday",1,2,0,40,32,"",2,2,1,0.00527777777777778
"8553",8553,0,27,1,"Monday","Sunday","Monday",1,2,0,0,0,"The Westin Resort",1,1,0,0
"8554",8554,0,81,5,"Monday","Saturday","Thursday",1,2,0,0,106,"",2,2,0,0.0641666666666667
"8555",8555,0,92,6,"Monday","Wednesday","Tuesday",1,2,0,0,106,"",2,3,0,0.00555555555555555
"8556",8556,0,23,4,"Monday","Thursday","Monday",1,2,0,0,106,"",2,3,6,0.00305555555555556
"8558",8558,0,178,2,"Monday","Friday","Sunday",1,1,0,0,106,"",4,6,0,0.0777777777777778
"8559",8559,0,43,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Hilton Cancun Golf",1,1,0,0
"8560",8560,0,77,1,"Monday","Monday","Tuesday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8561",8561,0,20,1.04166666666667,"Monday","Sunday","Monday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8562",8562,0,74,1,"Monday","Friday","Saturday",1,2,0,0,0,"Fiesta Americana Condesa Cancun",1,1,0,0
"8563",8563,0,61,6,"Monday","Saturday","Friday",1,2,0,0,106,"",3,3,1,0.531666666666667
"8564",8564,0,20,1.04166666666667,"Monday","Sunday","Monday",1,2,0,0,0,"Fiesta Americana Condesa Cancun",1,1,0,0
"8565",8565,0,72,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8566",8566,0,36,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Hilton Cancun Golf",1,1,0,0
"8568",8568,0,75,6,"Monday","Saturday","Friday",1,3,0,0,32,"",4,7,1,47.2208333333333
"8570",8570,0,84,1,"Monday","Monday","Tuesday",1,2,0,0,0,"Fiesta Americana Condesa Cancun",1,1,0,0
"8571",8571,0,39,1,"Monday","Friday","Saturday",1,2,0,0,0,"Hilton Cancun Golf",1,1,0,0
"8572",8572,0,129,7,"Monday","Friday","Friday",1,1,0,0,106,"",1,1,0,0
"8573",8573,0,10,1,"Monday","Thursday","Friday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8574",8574,0,27,1,"Monday","Sunday","Monday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8575",8575,0,43,5,"Monday","Wednesday","Monday",2,2,0,0,106,"",2,2,2,0.00444444444444444
"8576",8576,0,71,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"ME by Melia Cancun",1,1,0,0
"8577",8577,0,14,3,"Monday","Monday","Thursday",1,2,0,0,106,"",1,1,0,0
"8579",8579,0,153,4,"Monday","Monday","Friday",1,2,0,0,106,"",1,1,0,0
"8580",8580,0,3,3,"Monday","Friday","Monday",1,2,0,0,106,"",4,5,2,0.810555555555556
"8581",8581,0,43,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Gran Melia Cancun",1,1,0,0
"8582",8582,0,93,5,"Monday","Thursday","Tuesday",1,2,0,0,106,"",2,3,1,0.0113888888888889
"8583",8583,0,89,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8586",8586,0,18,1,"Monday","Friday","Saturday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8587",8587,0,88,1,"Monday","Friday","Saturday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8588",8588,0,87,9,"Monday","Friday","Sunday",1,2,0,0,106,"",2,2,0,0.00944444444444444
"8590",8590,0,7,1,"Monday","Monday","Tuesday",1,2,0,0,0,"Fiesta Americana Condesa Cancun",1,1,0,0
"8591",8591,0,6,1,"Monday","Sunday","Monday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8592",8592,0,33,5,"Monday","Sunday","Friday",1,2,0,0,106,"",2,3,6,0.283055555555556
"8593",8593,0,42,1,"Monday","Monday","Tuesday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8594",8594,0,2,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8596",8596,0,48,1,"Monday","Sunday","Monday",1,2,0,0,0,"Gran Melia Cancun",1,1,0,0
"8598",8598,0,74,6,"Monday","Saturday","Friday",1,2,4,40,32,"",2,2,1,0.0772222222222222
"8600",8600,0,10,1,"Monday","Thursday","Friday",1,2,0,0,0,"ME by Melia Cancun",1,1,0,0
"8601",8601,0,6,2,"Monday","Sunday","Tuesday",1,2,0,0,106,"",2,3,2,0.00388888888888889
"8603",8603,0,3,1,"Monday","Thursday","Friday",1,2,0,0,0,"Aqua Cancun",1,1,0,0
"8604",8604,0,79,3,"Monday","Thursday","Sunday",1,2,0,0,106,"",2,3,2,0.00472222222222222
"8605",8605,0,31,1,"Monday","Thursday","Friday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8606",8606,0,78,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8608",8608,0,61,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Le Blanc Spa Resort All Inclusive",1,1,0,0
"8609",8609,0,139,9,"Monday","Monday","Wednesday",2,2,0,0,106,"",1,1,0,0
"8610",8610,0,1,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"The Westin Resort",1,1,0,0
"8611",8611,0,39,1,"Monday","Friday","Saturday",1,2,0,0,0,"The Westin Resort",1,1,0,0
"8612",8612,0,9,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"Hilton Cancun Golf",1,1,0,0
"8613",8613,0,66,1,"Monday","Thursday","Friday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8614",8614,0,10,3,"Monday","Friday","Monday",1,2,2,0,106,"",4,4,0,0.0141666666666667
"8616",8616,0,35,1,"Monday","Monday","Tuesday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8617",8617,0,9,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"The Westin Resort",1,1,0,0
"8618",8618,0,44,3,"Monday","Thursday","Sunday",1,2,0,0,106,"leblanc",7,7,1,0.202777777777778
"8619",8619,0,87,5,"Monday","Thursday","Tuesday",1,4,0,0,106,"",2,2,0,0.00333333333333333
"8620",8620,0,19,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Fiesta Americana Condesa Cancun",1,1,0,0
"8621",8621,0,47,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8622",8622,0,43,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8623",8623,0,41,5,"Monday","Sunday","Friday",1,2,1,0,106,"",2,2,1,0.0122222222222222
"8624",8624,0,48,1,"Monday","Sunday","Monday",1,2,0,0,0,"Aqua Cancun",1,1,0,0
"8625",8625,0,2,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"Gran Melia Cancun",1,1,0,0
"8626",8626,0,59,1,"Monday","Thursday","Friday",1,2,0,0,0,"Le Blanc Spa Resort All Inclusive",1,1,0,0
"8628",8628,0,123,5,"Monday","Friday","Wednesday",1,1,0,0,106,"",1,2,2,0
"8630",8630,0,3,7,"Monday","Friday","Friday",1,2,0,0,106,"",2,2,1,0.005
"8633",8633,0,17,1,"Monday","Thursday","Friday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8634",8634,0,12,1,"Monday","Saturday","Sunday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8636",8636,0,40,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8637",8637,0,4,1,"Monday","Friday","Saturday",1,2,0,0,0,"Gran Melia Cancun",1,1,0,0
"8640",8640,0,76,1,"Monday","Sunday","Monday",1,2,0,0,0,"Aqua Cancun",1,1,0,0
"8641",8641,0,55,1,"Monday","Sunday","Monday",1,2,0,0,0,"Fiesta Americana Condesa Cancun",1,1,0,0
"8642",8642,0,144,7,"Monday","Saturday","Saturday",1,2,0,0,106,"",1,1,0,0
"8644",8644,0,62,1,"Monday","Sunday","Monday",1,2,0,0,0,"The Westin Resort",1,1,0,0
"8645",8645,0,17,1,"Monday","Thursday","Friday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8646",8646,0,84,1,"Monday","Monday","Tuesday",1,2,0,0,0,"Gran Melia Cancun",1,1,0,0
"8647",8647,0,60,1,"Monday","Friday","Saturday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8648",8648,0,60,1,"Monday","Friday","Saturday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8649",8649,0,23,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"Hilton Cancun Golf",1,1,0,0
"8651",8651,0,26,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8652",8652,0,0,3,"Monday","Tuesday","Friday",1,1,0,0,106,"",5,6,3,0.265833333333333
"8653",8653,0,86,3,"Monday","Thursday","Sunday",1,2,0,0,106,"",1,2,1,0
"8654",8654,0,84,1,"Monday","Monday","Tuesday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8655",8655,0,8,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"ME by Melia Cancun",1,1,0,0
"8656",8656,0,84,1,"Monday","Monday","Tuesday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8659",8659,0,125,2,"Monday","Sunday","Tuesday",1,2,1,30,72,"",2,3,0,0.00416666666666667
"8660",8660,0,70,7,"Monday","Monday","Monday",1,4,0,0,106,"",1,1,0,0
"8661",8661,0,87,1,"Monday","Thursday","Friday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8662",8662,0,5,1,"Monday","Saturday","Sunday",1,2,0,0,0,"The Westin Resort",1,1,0,0
"8663",8663,0,54,1,"Monday","Saturday","Sunday",1,2,0,0,0,"ME by Melia Cancun",1,1,0,0
"8664",8664,0,8,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8665",8665,0,79,18,"Monday","Wednesday","Sunday",1,1,0,0,106,"",1,1,1,0
"8666",8666,0,140,4,"Monday","Tuesday","Saturday",1,2,0,0,106,"",1,2,2,0
"8667",8667,0,29,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Hilton Cancun Golf",1,1,0,0
"8668",8668,0,30,4,"Monday","Thursday","Monday",1,2,0,50,3,"",1,1,1,0
"8669",8669,0,66,1,"Monday","Thursday","Friday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8671",8671,0,5,1,"Monday","Saturday","Sunday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8672",8672,0,12,1,"Monday","Saturday","Sunday",1,2,0,0,0,"The Westin Resort",1,1,0,0
"8673",8673,0,59,1,"Monday","Thursday","Friday",1,2,0,0,0,"Fiesta Americana Condesa Cancun",1,1,0,0
"8674",8674,0,165,4,"Monday","Saturday","Wednesday",1,2,0,0,106,"",1,1,0,0
"8675",8675,0,123,4,"Monday","Saturday","Wednesday",1,2,0,0,106,"",3,3,0,0.0808333333333333
"8676",8676,0,22,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Gran Melia Cancun",1,1,0,0
"8677",8677,0,164,4,"Monday","Friday","Tuesday",1,2,0,40,32,"",2,3,2,0.0236111111111111
"8678",8678,0,114,5,"Monday","Thursday","Tuesday",1,2,0,0,106,"",1,1,0,0
"8679",8679,0,54,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8680",8680,0,21,1,"Monday","Monday","Tuesday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8681",8681,0,6,1,"Monday","Sunday","Monday",1,2,0,0,0,"Le Blanc Spa Resort All Inclusive",1,1,0,0
"8682",8682,0,67,5,"Monday","Friday","Wednesday",1,2,1,0,106,"",2,2,0,0.00472222222222222
"8683",8683,0,88,7,"Monday","Saturday","Saturday",1,2,0,0,106,"cancum palace",2,3,1,0.00666666666666667
"8684",8684,0,64,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8685",8685,0,70,1,"Monday","Monday","Tuesday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8686",8686,0,74,6,"Monday","Saturday","Friday",1,2,0,0,106,"",1,1,0,0
"8687",8687,0,58,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8688",8688,0,106,7,"Monday","Wednesday","Wednesday",1,1,0,0,106,"BAIJA PRINCIPA",1,1,0,0
"8689",8689,0,8,6,"Monday","Tuesday","Monday",1,2,0,0,106,"",1,1,0,0
"8690",8690,0,130,4,"Monday","Saturday","Wednesday",1,1,0,0,106,"",2,2,0,0.00805555555555556
"8691",8691,0,86,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8692",8692,0,60,1,"Monday","Friday","Saturday",1,2,0,0,0,"Le Blanc Spa Resort All Inclusive",1,1,0,0
"8693",8693,0,85,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8694",8694,0,10,2,"Monday","Friday","Sunday",1,1,0,0,106,"",2,2,2,23.7616666666667
"8695",8695,0,145,7,"Monday","Sunday","Sunday",1,2,0,0,106,"",6,7,0,1.195
"8697",8697,0,40,1,"Monday","Saturday","Sunday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8698",8698,0,146,3,"Monday","Monday","Thursday",1,4,0,0,106,"",7,9,6,0.705277777777778
"8700",8700,0,78,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Hilton Cancun Golf",1,1,0,0
"8702",8702,0,68,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Hilton Cancun Golf",1,1,0,0
"8703",8703,0,72,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8704",8704,0,28,7,"Monday","Monday","Monday",1,2,0,0,106,"",1,1,1,0
"8705",8705,0,64,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8707",8707,0,40,1,"Monday","Saturday","Sunday",1,2,0,0,0,"Le Blanc Spa Resort All Inclusive",1,1,0,0
"8708",8708,0,58,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8709",8709,0,38,1,"Monday","Thursday","Friday",1,2,0,0,0,"Gran Melia Cancun",1,1,0,0
"8710",8710,0,69,1,"Monday","Sunday","Monday",1,2,0,0,0,"Aqua Cancun",1,1,0,0
"8711",8711,0,73,1,"Monday","Thursday","Friday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8712",8712,0,49,1,"Monday","Monday","Tuesday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8713",8713,0,80,1,"Monday","Thursday","Friday",1,2,0,0,0,"Aqua Cancun",1,1,0,0
"8714",8714,0,73,1,"Monday","Thursday","Friday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8715",8715,0,74,2,"Monday","Friday","Sunday",1,2,0,0,73,"",4,5,7,0.460277777777778
"8716",8716,0,25,1,"Monday","Friday","Saturday",1,2,0,0,0,"JW Marriott Cancun Resort & Spa",1,1,0,0
"8717",8717,0,23,1,"Monday","Wednesday","Thursday",1,2,0,0,0,"Fiesta Americana Grand Coral Beach",1,1,0,0
"8718",8718,0,85,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"Le Meridien Cancun Resort and Spa",1,1,0,0
"8719",8719,0,36,1,"Monday","Tuesday","Wednesday",1,2,0,0,0,"The Ritz-Carlton, Cancun",1,1,0,0
"8720",8720,0,13,4,"Monday","Monday","Friday",1,2,0,0,106,"",2,2,1,0.0211111111111111
"8721",8721,0,144,7,"Monday","Saturday","Saturday",1,6,0,0,106,"",1,2,1,0
"8722",8722,0,62,1,"Monday","Sunday","Monday",1,2,0,0,0,"Marriott CasaMagna Resort Cancun",1,1,0,0
"8723",8723,0,77,1,"Monday","Monday","Tuesday",1,2,0,0,0,"The Westin Resort",1,1,0,0
"8724",8724,0,84,7,"Monday","Tuesday","Tuesday",1,1,0,0,106,"",1,1,1,0
"8725",8725,0,144,7,"Monday","Saturday","Saturday",1,2,0,0,106,"",2,2,0,0.00472222222222222
"8726",8726,0,31,4,"Monday","Friday","Tuesday",1,2,0,0,106,"",1,1,1,0
