"","ID","purchase","s.ahead","d.stay","s.weekd","in.weekd","out.weekd","room","adult","child","minstar","match","s.name","n.search","page","click","time"
"4528",4528,0,1,4,"Wednesday","Thursday","Monday",1,1,0,50,15,"",4,4,1,24.5908333333333
"4530",4530,0,9,12.0416666666667,"Tuesday","Thursday","Tuesday",1,2,0,0,272,"",1,1,0,0
"4531",4531,1,2,4,"Tuesday","Thursday","Monday",2,1,0,50,15,"",2,3,10,0.446666666666667
"4532",4532,0,31,3,"Tuesday","Saturday","Tuesday",1,2,0,0,272,"",11,19,22,2.00027777777778
"4535",4535,0,65,3,"Tuesday","Thursday","Sunday",1,2,0,0,272,"",1,1,0,0
"4537",4537,0,1,1,"Tuesday","Thursday","Friday",1,2,0,0,272,"",1,1,2,0
"4541",4541,0,1,4,"Tuesday","Wednesday","Sunday",1,2,0,0,271,"",4,6,4,0.146388888888889
"4542",4542,0,24,3,"Tuesday","Saturday","Tuesday",1,2,0,0,272,"",2,3,2,0.00111111111111111
"4543",4543,0,9,1,"Tuesday","Friday","Saturday",1,1,0,0,272,"",1,1,0,0
"4544",4544,0,21,4,"Tuesday","Wednesday","Sunday",1,2,0,0,272,"",1,1,0,0
"4546",4546,0,12,5,"Tuesday","Monday","Saturday",1,2,0,0,272,"",2,2,0,0.0744444444444445
"4547",4547,0,36,4,"Tuesday","Thursday","Monday",1,2,0,0,272,"",1,1,0,0
"4549",4549,0,114,2,"Tuesday","Friday","Sunday",1,2,0,40,83,"",1,1,3,0
"4550",4550,0,44,3,"Tuesday","Thursday","Sunday",1,2,0,0,272,"",1,1,0,0
"4551",4551,0,75,7,"Tuesday","Monday","Monday",1,2,0,10,173,"",3,5,2,0.00694444444444444
"4552",4552,0,16,3,"Tuesday","Thursday","Sunday",1,2,0,30,166,"",4,5,0,0.557222222222222
"4553",4553,0,25,10,"Tuesday","Sunday","Wednesday",1,2,0,0,0,"",1,1,0,0
"4554",4554,0,73,4,"Tuesday","Saturday","Wednesday",1,2,0,0,7,"mercure",2,2,2,0.0102777777777778
"4557",4557,0,15,2,"Tuesday","Thursday","Saturday",1,2,0,0,272,"",1,1,0,0
"4561",4561,0,0,1,"Tuesday","Wednesday","Thursday",1,2,0,0,272,"",1,1,2,0
"4562",4562,0,77,3,"Tuesday","Wednesday","Saturday",2,2,0,0,272,"",4,5,3,0.0497222222222222
"4565",4565,0,27,4,"Tuesday","Tuesday","Saturday",1,1,0,0,0,"",1,1,0,0
"4566",4566,0,134,4,"Tuesday","Thursday","Monday",1,1,0,0,272,"",3,3,0,0.0216666666666667
"4568",4568,0,0,1,"Tuesday","Wednesday","Thursday",1,1,0,0,272,"mercury",2,2,3,0.0411111111111111
"4569",4569,0,37,4,"Tuesday","Thursday","Monday",1,3,0,0,271,"",4,5,0,0.0655555555555555
"4570",4570,0,1,4,"Tuesday","Thursday","Monday",1,1,0,0,272,"HILTON WEST END",3,3,1,4.15916666666667
"4576",4576,0,62,3,"Tuesday","Tuesday","Friday",1,2,0,20,173,"",3,4,1,0.0869444444444444
"4578",4578,0,77,3,"Tuesday","Wednesday","Saturday",2,2,0,0,272,"",2,3,2,0.0116666666666667
"4579",4579,0,37,3,"Tuesday","Friday","Monday",1,2,0,0,272,"",2,2,3,0.00888888888888889
"4582",4582,0,13,6,"Tuesday","Monday","Sunday",1,1,0,0,271,"",3,3,1,0.260833333333333
"4584",4584,0,7,1,"Wednesday","Thursday","Friday",1,2,0,0,46,"",6,10,2,26.6441666666667
"4585",4585,0,0,1,"Tuesday","Wednesday","Thursday",1,1,0,0,272,"",1,1,0,0
"4586",4586,1,25,3,"Tuesday","Sunday","Wednesday",1,2,0,40,83,"",4,4,4,0.226111111111111
"4587",4587,0,3,1,"Tuesday","Saturday","Sunday",1,2,0,0,272,"",1,1,1,0
"4588",4588,0,2,1,"Tuesday","Friday","Saturday",1,2,0,50,15,"",1,1,1,0
"4589",4589,0,45,2,"Tuesday","Friday","Sunday",1,2,0,0,272,"",1,1,0,0
"4591",4591,0,91,7,"Tuesday","Wednesday","Wednesday",2,1,0,0,272,"",1,2,2,0
"4592",4592,0,15,3,"Tuesday","Thursday","Sunday",1,1,0,0,272,"",1,1,1,0
"4593",4593,0,5,4,"Tuesday","Monday","Friday",1,2,0,0,272,"",1,1,1,0
"4594",4594,0,37,5,"Tuesday","Friday","Wednesday",1,1,0,30,24,"",4,5,7,0.225
"4597",4597,0,10,1,"Tuesday","Saturday","Sunday",1,2,0,0,272,"",1,1,0,0
"4598",4598,0,79,4,"Tuesday","Thursday","Monday",1,1,0,0,272,"",4,4,1,0.119444444444444
"4600",4600,0,67,3,"Tuesday","Sunday","Wednesday",1,2,0,0,0,"",2,2,0,0.00444444444444444
"4601",4601,0,75,2,"Tuesday","Sunday","Tuesday",3,2,0,30,166,"",2,2,10,0.0225
"4602",4602,0,9,4,"Tuesday","Friday","Tuesday",1,1,0,0,272,"",1,1,0,0
"4603",4603,0,3,1,"Tuesday","Saturday","Sunday",1,3,0,0,48,"",5,5,1,0.0255555555555556
"4604",4604,1,21,4,"Tuesday","Wednesday","Sunday",1,1,0,0,272,"",1,2,2,0
"4605",4605,0,21,1,"Tuesday","Wednesday","Thursday",1,1,0,0,272,"",1,1,0,0
"4606",4606,0,52,3,"Tuesday","Friday","Monday",1,2,0,50,15,"",2,2,1,0.00388888888888889
"4607",4607,0,7,4,"Tuesday","Wednesday","Sunday",2,2,0,0,272,"",1,1,0,0
"4609",4609,1,1,1,"Tuesday","Thursday","Friday",1,1,0,0,272,"",2,3,3,0.0230555555555556
"4610",4610,0,71,12,"Tuesday","Wednesday","Monday",1,2,0,0,271,"",1,1,1,0
"4611",4611,0,81,6,"Tuesday","Saturday","Friday",1,2,0,0,272,"",1,1,0,0
"4612",4612,0,148,3,"Tuesday","Wednesday","Saturday",1,1,0,0,271,"",1,1,1,0
"4613",4613,0,39,4,"Tuesday","Sunday","Thursday",1,3,0,0,272,"",1,1,0,0
"4615",4615,0,7,2,"Tuesday","Wednesday","Friday",1,2,0,40,83,"",3,3,1,0.0163888888888889
"4616",4616,0,20,2,"Tuesday","Tuesday","Thursday",1,1,0,0,0,"",2,8,0,0.00444444444444444
"4617",4617,0,41,3,"Thursday","Thursday","Sunday",1,2,0,20,907,"",4,4,0,45.6669444444444
"4618",4618,0,156,3,"Tuesday","Friday","Monday",1,2,0,40,83,"",2,2,2,0.0697222222222222
"4619",4619,0,4,4,"Tuesday","Sunday","Thursday",1,2,0,50,15,"",2,2,0,0.00694444444444444
"4620",4620,0,31,2,"Tuesday","Saturday","Monday",1,2,0,0,272,"",3,3,0,0.398333333333333
"4621",4621,0,149,2.95833333333333,"Tuesday","Friday","Monday",1,2,0,50,15,"",3,3,0,0.0211111111111111
"4623",4623,0,128,2,"Tuesday","Thursday","Saturday",1,1,0,0,271,"",2,2,0,0.005
"4624",4624,0,3,2,"Tuesday","Friday","Sunday",1,2,0,0,272,"",3,11,0,0.0427777777777778
"4625",4625,0,9,4,"Tuesday","Friday","Tuesday",1,2,0,0,272,"",1,1,1,0
"4626",4626,0,114,5,"Tuesday","Thursday","Tuesday",1,2,0,0,272,"",3,3,4,4.76055555555556
"4629",4629,0,2,3,"Tuesday","Friday","Monday",1,1,0,0,272,"",3,3,0,0.0552777777777778
"4633",4633,0,29,4,"Tuesday","Thursday","Monday",1,1,0,0,272,"",2,2,1,0.00916666666666667
"4634",4634,0,41,3,"Tuesday","Tuesday","Friday",1,1,0,0,272,"",2,2,0,0.0233333333333333
"4636",4636,0,41,1,"Tuesday","Monday","Tuesday",1,1,0,0,272,"",2,2,0,0.0158333333333333
"4637",4637,0,64,4,"Tuesday","Thursday","Monday",1,2,0,0,272,"",2,2,2,0.00305555555555556
"4638",4638,0,76,8,"Tuesday","Monday","Tuesday",1,2,0,0,271,"",2,2,0,0.005
"4639",4639,0,18,1,"Tuesday","Saturday","Sunday",1,2,0,0,2,"hilton",3,3,1,0.0583333333333333
"4640",4640,0,15,2,"Tuesday","Thursday","Saturday",1,2,2,0,272,"",1,1,0,0
"4641",4641,0,5,2,"Tuesday","Monday","Wednesday",1,1,0,40,83,"",2,2,0,0.00583333333333333
"4643",4643,0,76,4,"Tuesday","Monday","Friday",1,2,0,0,272,"",1,1,1,0
"4645",4645,1,5,2,"Tuesday","Sunday","Tuesday",1,1,0,0,272,"",2,2,2,0.00333333333333333
"4646",4646,0,79,2,"Tuesday","Thursday","Saturday",1,1,0,0,272,"",1,1,0,0
"4648",4648,0,40,3,"Tuesday","Monday","Thursday",1,2,0,40,83,"",2,2,1,0.00972222222222222
"4649",4649,0,2,2,"Tuesday","Friday","Sunday",1,2,0,50,272,"four seasons",6,6,0,0.0775
"4651",4651,0,52,2,"Tuesday","Friday","Sunday",1,2,0,0,272,"",1,1,1,0
"4657",4657,0,2,3,"Tuesday","Friday","Monday",1,1,0,0,272,"",1,1,1,0
"4658",4658,0,107,2,"Tuesday","Friday","Sunday",1,2,0,40,272,"k+k",3,3,0,0.0169444444444444
"4659",4659,0,71,6,"Tuesday","Thursday","Wednesday",1,2,0,0,1,"Kempinski hotel corvinus",1,1,2,0
"4660",4660,0,55,8,"Tuesday","Tuesday","Wednesday",1,1,0,0,272,"",2,2,0,0.0136111111111111
"4661",4661,0,88,3,"Tuesday","Saturday","Tuesday",3,2,0,0,272,"",2,2,2,0.0102777777777778
"4662",4662,0,71,9,"Tuesday","Thursday","Saturday",1,1,0,0,272,"",2,2,1,0.0583333333333333
"4663",4663,0,8,1,"Tuesday","Wednesday","Thursday",1,2,0,0,11,"city",3,3,0,0.348888888888889
"4664",4664,0,31,3,"Tuesday","Friday","Monday",1,2,0,0,272,"",1,3,2,0
"4665",4665,0,62,4,"Tuesday","Monday","Friday",1,2,0,0,272,"",1,4,5,0
"4666",4666,0,17,7.04166666666667,"Tuesday","Saturday","Saturday",1,2,0,0,14,"hotel budapest",1,1,2,0
"4668",4668,0,160,4,"Tuesday","Tuesday","Saturday",1,1,0,0,272,"",3,3,0,0.00972222222222222
"4669",4669,0,37,3,"Tuesday","Friday","Monday",1,2,0,0,272,"",3,3,2,0.440555555555556
"4671",4671,1,74,1,"Tuesday","Sunday","Monday",1,2,0,0,272,"",2,2,3,14.7061111111111
"4672",4672,0,42,1,"Tuesday","Tuesday","Wednesday",1,1,0,0,272,"Crowne Plaza",10,10,2,0.213888888888889
"4673",4673,0,16,3.04166666666667,"Tuesday","Friday","Monday",1,2,0,0,272,"",1,2,0,0
"4674",4674,0,23,7,"Tuesday","Thursday","Thursday",1,1,0,0,272,"",1,1,2,0
"4676",4676,0,9,2,"Tuesday","Friday","Sunday",1,2,0,0,272,"K+K opera",1,1,1,0
"4677",4677,0,148,3.95833333333333,"Tuesday","Thursday","Monday",1,2,0,50,15,"",11,11,2,0.391111111111111
"4678",4678,1,3,3,"Tuesday","Friday","Monday",1,1,0,0,272,"bristol hotel budapest",3,6,10,2.95361111111111
"4679",4679,0,78,6,"Tuesday","Wednesday","Tuesday",1,2,0,0,272,"",2,2,3,0.0894444444444444
"4682",4682,0,4,1,"Tuesday","Saturday","Sunday",1,1,0,0,272,"hilton westend",4,4,1,0.0330555555555556
"4683",4683,0,36,6,"Tuesday","Wednesday","Tuesday",1,1,0,0,272,"",4,5,1,0.0822222222222222
"4684",4684,0,74,3,"Tuesday","Sunday","Wednesday",1,2,0,40,83,"",1,1,0,0
"4686",4686,0,37,4,"Tuesday","Friday","Tuesday",1,1,0,0,272,"",4,4,1,0.0388888888888889
"4688",4688,0,18,1.04166666666667,"Tuesday","Sunday","Monday",2,1,0,0,272,"",2,2,0,0.0119444444444444
"4689",4689,0,115,2,"Tuesday","Saturday","Monday",1,2,0,0,272,"",1,1,0,0
"4692",4692,0,44,3,"Tuesday","Thursday","Sunday",1,2,0,30,166,"",2,2,2,0.00527777777777778
"4693",4693,0,164,5,"Tuesday","Friday","Wednesday",1,2,0,0,272,"",2,2,1,0.00555555555555555
"4694",4694,0,9,3,"Tuesday","Thursday","Sunday",1,1,0,0,272,"",4,4,0,24.0866666666667
"4697",4697,0,67,1,"Tuesday","Saturday","Sunday",1,2,2,0,272,"",4,4,16,0.327222222222222
"4698",4698,0,12,4,"Tuesday","Monday","Friday",1,1,0,40,83,"",1,2,1,0
"4699",4699,1,3,2,"Wednesday","Sunday","Tuesday",1,2,0,40,83,"",11,13,4,27.4163888888889
"4700",4700,0,0,3,"Tuesday","Wednesday","Saturday",1,2,0,20,1,"le Meridien",1,1,0,0
"4701",4701,0,44,5,"Tuesday","Thursday","Tuesday",1,2,0,0,2,"hilton",2,2,0,0.180555555555556
"4702",4702,0,3,2,"Tuesday","Friday","Sunday",1,5,0,0,272,"",2,2,1,0.00722222222222222
"4703",4703,0,24,3,"Tuesday","Friday","Monday",1,3,0,0,271,"",4,4,11,1.71916666666667
"4704",4704,0,28,1,"Tuesday","Tuesday","Wednesday",1,1,0,40,83,"",2,2,0,0.00388888888888889
"4706",4706,0,1,3,"Tuesday","Thursday","Sunday",5,1,0,0,272,"",1,1,1,0
"4707",4707,0,23,2,"Tuesday","Friday","Sunday",1,2,0,0,272,"",2,2,0,0.0208333333333333
"4708",4708,0,14,3,"Wednesday","Thursday","Sunday",1,2,2,0,272,"",9,11,5,34.0197222222222
"4709",4709,0,23,7,"Tuesday","Friday","Friday",1,1,0,40,83,"",2,3,0,0.0175
"4710",4710,0,133,4,"Tuesday","Wednesday","Sunday",1,2,0,50,15,"",2,3,2,0.0147222222222222
"4713",4713,0,28,4,"Tuesday","Tuesday","Saturday",1,2,0,0,272,"",2,3,1,0.0375
"4714",4714,0,27,1,"Tuesday","Tuesday","Wednesday",1,1,0,40,272,"millenium",31,31,0,0.647777777777778
"4715",4715,0,3,1,"Tuesday","Saturday","Sunday",2,2,0,0,48,"",2,3,4,0.134166666666667
"4716",4716,0,100,4,"Tuesday","Thursday","Monday",1,2,0,0,272,"",3,3,2,1.68222222222222
"4717",4717,0,36,7,"Tuesday","Thursday","Thursday",1,2,0,0,2,"hilton",1,1,0,0
"4718",4718,0,3,4,"Tuesday","Saturday","Wednesday",1,2,0,0,272,"",1,1,0,0
"4719",4719,0,28,4,"Tuesday","Tuesday","Saturday",1,2,0,50,15,"",4,4,0,0.0672222222222222
"4722",4722,0,49,1,"Tuesday","Tuesday","Wednesday",1,2,0,0,1,"matyas",3,3,0,0.608611111111111
"4723",4723,0,59,20,"Tuesday","Saturday","Friday",1,2,0,0,272,"",5,5,0,20.2605555555556
"4724",4724,0,10,8,"Tuesday","Friday","Saturday",1,2,0,50,15,"",4,4,5,0.0513888888888889
"4727",4727,0,2,2,"Tuesday","Friday","Sunday",1,5,0,0,61,"",2,2,1,0.0533333333333333
"4729",4729,0,6,4,"Tuesday","Tuesday","Saturday",1,2,0,0,272,"",4,4,0,0.111388888888889
"4730",4730,0,9,3,"Tuesday","Thursday","Sunday",1,2,0,0,272,"art otel",3,3,2,0.0352777777777778
"4733",4733,0,78,4,"Tuesday","Thursday","Monday",1,2,0,40,83,"",1,1,0,0
"4734",4734,0,3,2,"Tuesday","Friday","Sunday",1,2,0,40,83,"",2,2,1,0.005
"4735",4735,0,2,2,"Tuesday","Thursday","Saturday",1,2,0,0,272,"",2,2,0,12.9775
"4738",4738,0,77,3,"Tuesday","Wednesday","Saturday",1,2,0,0,272,"",1,1,1,0
"4740",4740,0,7,3,"Tuesday","Tuesday","Friday",1,2,0,30,166,"",1,1,0,0
"4741",4741,0,7,3,"Tuesday","Tuesday","Friday",1,2,0,0,1,"arthotel",2,2,1,0.00944444444444444
"4742",4742,0,9,1,"Tuesday","Friday","Saturday",1,2,0,0,272,"zichny",1,1,1,0
"4744",4744,0,10,2,"Tuesday","Saturday","Monday",1,2,0,50,15,"",1,1,2,0
"4745",4745,0,73,4,"Tuesday","Friday","Tuesday",1,2,0,40,83,"",2,2,1,0.0361111111111111
"4746",4746,0,1,2,"Tuesday","Wednesday","Friday",1,1,0,0,272,"",1,1,1,0
"4747",4747,0,6,1,"Tuesday","Monday","Tuesday",1,2,0,40,83,"",2,2,1,0.0330555555555556
"4749",4749,0,6,3,"Tuesday","Tuesday","Friday",1,2,0,0,1,"Central Dominik Pension",3,3,3,0.140833333333333
"4750",4750,0,19,3,"Tuesday","Monday","Thursday",2,1,1,20,1,"orion",3,3,0,0.0233333333333333
"4752",4752,0,31,3,"Tuesday","Saturday","Tuesday",1,2,0,0,272,"",1,1,0,0
"4753",4753,0,2,2,"Tuesday","Friday","Sunday",1,1,0,0,272,"best wester parlament",4,4,0,0.0694444444444444
"4754",4754,0,39,3,"Tuesday","Saturday","Tuesday",1,2,0,30,166,"",2,2,1,0.00833333333333333
"4755",4755,0,6,2,"Tuesday","Monday","Wednesday",2,2,0,0,272,"",2,2,7,0.00611111111111111
"4756",4756,0,80,5,"Tuesday","Friday","Wednesday",1,6,0,0,272,"",2,2,1,0.0141666666666667
"4757",4757,0,80,4,"Tuesday","Saturday","Wednesday",1,1,0,0,272,"mathyas hotel",3,3,0,0.0311111111111111
"4758",4758,0,42,5,"Tuesday","Tuesday","Sunday",1,2,0,0,272,"",5,6,0,0.123888888888889
"4760",4760,0,1,3,"Tuesday","Thursday","Sunday",1,2,0,0,272,"ring  hotel",3,3,1,0.0633333333333333
"4761",4761,0,19,3,"Tuesday","Monday","Thursday",1,2,0,0,31,"",2,2,0,0.115833333333333
"4762",4762,0,39,2,"Tuesday","Saturday","Monday",1,2,0,0,7,"mercure",2,2,1,0.00916666666666667
"4764",4764,0,65,2,"Tuesday","Friday","Sunday",1,2,0,0,48,"",2,2,0,0.0308333333333333
"4765",4765,0,75,5,"Tuesday","Monday","Saturday",1,1,1,0,272,"",4,4,0,20.9083333333333
"4767",4767,1,4,3,"Tuesday","Sunday","Wednesday",1,1,0,0,27,"",3,3,1,0.0375
"4768",4768,0,48,4,"Tuesday","Tuesday","Saturday",1,2,1,20,173,"",4,5,2,0.0680555555555555
"4769",4769,0,76,4,"Tuesday","Monday","Friday",1,2,1,0,272,"",1,1,2,0
"4770",4770,0,34,4,"Tuesday","Monday","Friday",4,1,0,0,272,"hibis budapest",9,9,1,0.284166666666667
"4771",4771,0,37,3,"Tuesday","Thursday","Sunday",1,2,0,0,272,"",2,2,0,0.00666666666666667
"4772",4772,0,86,3,"Tuesday","Thursday","Sunday",1,2,0,0,272,"",5,6,3,0.664444444444445
"4774",4774,1,44,2,"Tuesday","Friday","Sunday",1,2,1,0,1,"central hotel 21",1,1,2,0
"4777",4777,0,80,5,"Tuesday","Saturday","Thursday",1,2,0,40,83,"",2,2,2,0.00861111111111111
"4778",4778,0,8,4,"Tuesday","Thursday","Monday",1,2,0,0,272,"",1,1,0,0
"4779",4779,0,52,5,"Tuesday","Friday","Wednesday",1,4,0,0,272,"",3,3,1,0.0194444444444444
"4780",4780,0,10,2,"Tuesday","Saturday","Monday",1,2,0,0,272,"",2,13,5,0.154444444444444
"4781",4781,1,17,3.04166666666667,"Tuesday","Friday","Monday",1,2,0,0,272,"",1,3,4,0
"4782",4782,1,1,4,"Tuesday","Thursday","Monday",1,2,0,0,272,"",8,9,5,3.5575
"4783",4783,0,145,6.95833333333333,"Tuesday","Monday","Monday",1,2,0,0,272,"",2,2,0,0.0136111111111111
"4785",4785,0,72,2,"Tuesday","Friday","Sunday",1,1,0,0,48,"",2,3,0,0.0330555555555556
"4786",4786,0,137,3,"Tuesday","Saturday","Tuesday",1,1,0,0,272,"",2,2,1,0.0219444444444444
"4788",4788,0,76,4,"Tuesday","Monday","Friday",1,2,1,0,272,"",2,2,2,0.338611111111111
"4790",4790,0,78,3,"Tuesday","Thursday","Sunday",1,3,0,0,272,"",1,1,0,0
"4792",4792,0,73,4,"Tuesday","Saturday","Wednesday",3,2,0,0,1,"Kempinski Hotel Corvinus Budapest",1,1,1,0
"4793",4793,0,137,3,"Tuesday","Saturday","Tuesday",1,2,0,40,83,"",1,2,2,0
"4797",4797,1,1,3,"Tuesday","Thursday","Sunday",1,2,0,0,272,"",1,2,3,0
"4799",4799,0,3,1,"Tuesday","Friday","Saturday",1,1,0,50,15,"",2,2,0,0.00972222222222222
"4800",4800,0,59,3,"Tuesday","Friday","Monday",3,3,0,0,272,"",1,1,0,0
"4801",4801,0,5,2,"Tuesday","Monday","Wednesday",2,2,0,0,272,"",1,1,1,0
"4804",4804,0,34,4,"Tuesday","Tuesday","Saturday",1,2,0,40,83,"",1,2,3,0
"4805",4805,0,9,3,"Tuesday","Friday","Monday",1,2,0,0,272,"",1,1,1,0
"4806",4806,0,7,1,"Tuesday","Tuesday","Wednesday",1,3,0,0,272,"",2,3,2,0.0197222222222222
"4807",4807,0,52,4,"Tuesday","Friday","Tuesday",1,2,0,0,272,"",3,4,0,0.065
"4808",4808,0,76,7,"Tuesday","Tuesday","Tuesday",1,2,0,0,272,"",2,3,2,0.0205555555555556
"4809",4809,0,33,3,"Tuesday","Sunday","Wednesday",1,2,0,0,272,"",1,1,5,0
"4811",4811,0,32,2,"Tuesday","Saturday","Monday",1,2,0,0,272,"",2,2,0,0.00722222222222222
"4812",4812,0,16,2,"Tuesday","Friday","Sunday",1,1,0,40,83,"",1,1,1,0
"4813",4813,0,78,3,"Tuesday","Thursday","Sunday",1,1,1,0,272,"",10,10,5,1.50638888888889
"4814",4814,0,74,4,"Tuesday","Saturday","Wednesday",4,2,0,0,272,"",2,4,4,0.00805555555555556
"4818",4818,0,51,5,"Tuesday","Thursday","Tuesday",1,2,0,0,272,"",2,2,1,0.00555555555555555
"4819",4819,0,45,3,"Tuesday","Friday","Monday",1,2,0,0,272,"",1,2,2,0
"4820",4820,0,6,2,"Tuesday","Monday","Wednesday",2,2,0,0,30,"",2,2,0,0.00888888888888889
"4821",4821,0,81,4,"Tuesday","Sunday","Thursday",1,2,0,0,272,"",5,5,17,0.902222222222222
"4822",4822,0,30,3,"Tuesday","Thursday","Sunday",1,1,0,0,272,"",6,6,1,0.724722222222222
"4823",4823,0,53,3,"Tuesday","Saturday","Tuesday",1,2,0,0,272,"",3,3,3,0.759166666666667
"4824",4824,0,77,6,"Tuesday","Tuesday","Monday",1,2,0,10,173,"",1,1,3,0
"4825",4825,0,53,3,"Tuesday","Saturday","Tuesday",3,2,0,0,272,"",3,3,0,0.0316666666666667
"4826",4826,0,80,3,"Tuesday","Saturday","Tuesday",2,2,0,0,7,"mercure",2,2,1,0.0430555555555556
"4830",4830,0,28,4,"Tuesday","Wednesday","Sunday",1,2,0,50,15,"",1,1,1,0
"4832",4832,0,53,3,"Tuesday","Saturday","Tuesday",1,2,0,0,2,"marriott",1,1,1,0
"4836",4836,0,31,2,"Tuesday","Saturday","Monday",1,2,0,0,272,"",1,1,0,0
"4837",4837,0,17,3.04166666666667,"Tuesday","Saturday","Tuesday",1,2,0,30,166,"",1,1,0,0
"4838",4838,0,169,4,"Tuesday","Thursday","Monday",2,2,0,0,272,"",1,1,3,0
"4839",4839,0,17,3.04166666666667,"Tuesday","Saturday","Tuesday",1,2,0,0,272,"",1,1,1,0
"4841",4841,0,59,2,"Tuesday","Friday","Sunday",1,2,0,50,15,"",10,12,2,1.3625
"4842",4842,0,44,3,"Tuesday","Thursday","Sunday",4,2,0,0,272,"",2,2,1,0.00916666666666667
"4843",4843,0,30,3,"Tuesday","Friday","Monday",1,4,0,0,272,"",1,1,1,0
"4844",4844,0,65,3,"Tuesday","Thursday","Sunday",2,2,1,0,272,"",3,3,1,0.0177777777777778
"4845",4845,0,43,3,"Tuesday","Thursday","Sunday",1,2,0,0,2,"PET",1,1,2,0
"4846",4846,0,78,4,"Tuesday","Thursday","Monday",1,2,0,0,272,"",1,2,0,0
"4847",4847,0,79,5,"Tuesday","Thursday","Tuesday",1,2,0,0,272,"",1,2,3,0
"4848",4848,0,93,4,"Tuesday","Thursday","Monday",1,2,0,0,272,"",2,2,0,0.0147222222222222
"4849",4849,0,37,2,"Tuesday","Friday","Sunday",1,2,0,0,272,"",1,1,0,0
"4850",4850,0,24,2,"Tuesday","Friday","Sunday",1,2,0,0,272,"",2,3,4,0.176666666666667
"4851",4851,0,23,4,"Tuesday","Friday","Tuesday",1,1,0,50,15,"",3,3,2,0.0802777777777778
"4852",4852,0,92,4,"Tuesday","Thursday","Monday",1,2,0,30,166,"",5,5,2,0.534722222222222
"4853",4853,0,45,3,"Tuesday","Saturday","Tuesday",1,2,0,0,272,"",1,2,3,0
"4854",4854,0,52,3,"Tuesday","Friday","Monday",1,1,0,0,272,"",2,2,0,0.00722222222222222
"4855",4855,0,24,4,"Tuesday","Saturday","Wednesday",1,2,0,0,272,"",4,4,2,0.102777777777778
"4856",4856,0,149,2,"Tuesday","Friday","Sunday",8,2,0,0,272,"",3,3,0,0.0166666666666667
"4857",4857,0,37,3,"Tuesday","Thursday","Sunday",1,1,0,0,272,"",3,4,3,0.0183333333333333
"4858",4858,0,16,4.04166666666667,"Tuesday","Friday","Tuesday",1,2,0,0,272,"",2,3,1,0.0158333333333333
"4859",4859,1,53,4,"Tuesday","Saturday","Wednesday",1,2,0,0,23,"",8,11,5,3.83472222222222
"4860",4860,0,77,4,"Tuesday","Tuesday","Saturday",2,2,0,0,272,"",2,2,2,0.00777777777777778
"4861",4861,0,118,5,"Tuesday","Monday","Saturday",1,2,0,30,24,"",2,2,6,0.0108333333333333
"4862",4862,0,58,2,"Tuesday","Friday","Sunday",1,2,0,0,272,"",1,1,1,0
"4864",4864,0,9,2,"Tuesday","Friday","Sunday",1,2,0,0,272,"",3,7,20,0.0463888888888889
"4866",4866,0,78,4,"Tuesday","Thursday","Monday",1,2,0,40,83,"",4,4,0,0.0322222222222222
"4867",4867,0,78,5,"Tuesday","Thursday","Tuesday",1,2,0,0,272,"",2,2,1,0.0194444444444444
"4869",4869,0,6,1,"Tuesday","Monday","Tuesday",1,2,0,0,272,"kesthely",4,4,0,0.0455555555555556
"4870",4870,0,23,4,"Tuesday","Friday","Tuesday",1,2,2,0,272,"",1,1,0,0
"4871",4871,1,11,1,"Tuesday","Sunday","Monday",1,3,0,0,272,"",1,2,3,0
"4872",4872,0,114,2,"Tuesday","Friday","Sunday",1,5,0,0,272,"",1,1,1,0
"4873",4873,0,1,3,"Tuesday","Thursday","Sunday",1,2,0,0,272,"",3,3,4,0.748888888888889
"4874",4874,0,156,3,"Tuesday","Friday","Monday",3,3,0,0,2,"starlight suiten hotel",3,3,0,0.1025
"4875",4875,0,8,2,"Tuesday","Thursday","Saturday",1,1,0,0,272,"",3,6,3,0.106944444444444
"4876",4876,0,28,4,"Tuesday","Wednesday","Sunday",1,2,0,0,272,"",1,1,0,0
"4880",4880,0,61,4,"Tuesday","Monday","Friday",1,2,0,0,272,"",1,1,1,0
"4881",4881,0,84,3,"Tuesday","Tuesday","Friday",1,2,0,0,272,"",6,7,7,0.0977777777777778
"4885",4885,0,20,2,"Wednesday","Tuesday","Thursday",1,1,0,0,272,"",1,1,1,0
"4888",4888,0,25,2,"Wednesday","Sunday","Tuesday",1,2,0,0,0,"",1,1,1,0
"4890",4890,0,12,3,"Wednesday","Monday","Thursday",1,2,0,0,272,"",3,3,0,0.0122222222222222
"4891",4891,0,11,2,"Wednesday","Sunday","Tuesday",1,2,0,0,272,"",4,4,1,0.0433333333333333
"4892",4892,0,15,3.04166666666667,"Wednesday","Friday","Monday",1,2,0,0,272,"",1,1,1,0
"4893",4893,0,95,4,"Wednesday","Monday","Friday",1,2,0,0,272,"",2,2,2,0.0327777777777778
"4894",4894,0,7,3,"Wednesday","Thursday","Sunday",1,2,0,0,272,"",1,1,0,0
"4895",4895,0,13,2,"Wednesday","Wednesday","Friday",1,2,0,0,274,"",4,4,2,0.0330555555555556
"4896",4896,0,14,2,"Wednesday","Thursday","Saturday",1,2,0,0,272,"",3,3,1,0.0827777777777778
